Timestamp,X,Y,Z
20250207151626,618374,-0.158691,-0.224365,0.967651
20250207151627,619380,-0.159302,-0.221680,0.967651
20250207151628,620386,-0.168091,-0.210327,0.968994
20250207151629,621391,-0.159912,-0.221680,0.965576
20250207151630,622397,-0.155884,-0.222412,0.969116
20250207151631,623405,-0.156372,-0.225586,0.966431
20250207151632,624411,-0.162842,-0.239258,0.958862
20250207151633,625418,-0.160034,-0.218872,0.968262
20250207151634,626421,-0.160156,-0.214600,0.970459
20250207151635,627425,-0.158081,-0.223389,0.966187
20250207151636,628431,-0.161011,-0.223877,0.966797
20250207151637,629434,-0.158936,-0.222900,0.966553
20250207151638,630438,-0.161621,-0.215942,0.968872
20250207151639,631442,-0.158569,-0.222290,0.966309
20250207151640,632448,-0.322876,-0.294800,0.964844
20250207151641,633452,-0.626465,0.076050,0.768188
20250207151642,634459,-0.739624,-0.083374,0.376831
20250207151643,635464,-0.856812,0.586304,0.635620
20250207151644,636468,-0.606689,-0.877808,0.322998
20250207151645,637473,0.057739,-0.334717,0.296875
20250207151646,638477,-1.280029,0.683228,0.227661
20250207151647,639481,-0.759888,0.634888,0.405518
20250207151648,640486,-0.806641,0.255371,-0.088501
20250207151649,641490,-0.456665,0.794800,-0.721436
20250207151650,642495,1.031738,0.087036,-0.398682
20250207151651,643499,0.963013,0.644409,0.010986
20250207151652,644504,-0.829102,-0.002319,-0.595947
20250207151653,645511,0.492310,-0.808228,-0.374268
20250207151654,646516,1.778564,0.364990,-0.247925
20250207151655,647522,0.699097,-0.989380,-0.248047
20250207151656,648528,0.911621,-0.984619,-0.218018
20250207151657,649532,0.973633,-0.702515,0.017578
20250207151658,650536,0.663208,-0.915894,-0.300659
20250207151659,651541,0.118164,-0.467529,-0.723389
20250207151700,652544,0.760254,-0.562744,-0.288452
20250207151701,653550,1.020386,-0.098755,-0.168945
20250207151702,654553,0.875610,-0.445190,-0.421021
20250207151703,655559,1.077759,-0.220093,-0.456909
20250207151704,656566,0.928711,-0.277466,-0.444092
20250207151705,657573,0.919556,-0.268677,-0.332520
20250207151706,658577,0.945435,-0.241821,-0.556763
20250207151707,659582,0.606201,-0.236328,-0.595093
20250207151708,660587,0.890747,-0.208252,-0.405762
20250207151709,661593,0.863892,-0.234741,-0.417358
20250207151710,662599,0.712280,-0.568481,-0.296631
20250207151712,663604,0.585083,-0.773682,0.255615
20250207151713,664607,0.050781,-0.189819,-0.012573
20250207151714,665611,0.764648,0.024658,-0.648193
20250207151715,666615,0.772461,-0.489990,-0.170044
20250207151716,667620,0.441162,-0.836548,0.334839
20250207151717,668626,0.435425,-0.855835,0.266357
20250207151718,669631,0.464233,-0.851929,0.241943
20250207151719,670636,0.507568,-0.857666,0.161133
20250207151720,671643,0.522217,-0.830200,0.174072
20250207151721,672648,0.517090,-0.829712,0.198486
20250207151722,673653,0.515747,-0.830322,0.200073
20250207151723,674658,0.515991,-0.833130,0.197021
20250207151724,675663,0.517822,-0.830078,0.197144
20250207151725,676668,0.518921,-0.828735,0.195923
20250207151726,677675,0.512817,-0.830688,0.199951
20250207151727,678681,0.459717,-0.826660,0.322266
20250207151728,679687,0.459229,-0.825439,0.324219
20250207151729,680692,0.460205,-0.824097,0.327759
20250207151730,681696,0.463745,-0.820923,0.325317
20250207151731,682700,0.459595,-0.822021,0.330933
20250207151732,683706,0.482788,-0.812744,0.312134
20250207151733,684714,0.462524,-0.820435,0.330444
20250207151734,685721,0.453979,-0.822144,0.337280
20250207151735,686724,0.459961,-0.820190,0.333984
20250207151736,687729,0.464966,-0.824585,0.319092
20250207151737,688735,0.450317,-0.825684,0.343750
20250207151738,689742,0.455811,-0.822266,0.348999
20250207151739,690746,0.451416,-0.820068,0.348022
20250207151740,691751,0.457153,-0.816040,0.345459
20250207151741,692757,0.452637,-0.819214,0.346436
20250207151742,693760,0.451294,-0.820679,0.349854
20250207151743,694766,0.452026,-0.819214,0.347656
20250207151744,695772,0.451538,-0.820923,0.349976
20250207151745,696775,0.445312,-0.821655,0.354736
20250207151746,697780,0.470459,-0.830200,0.311157
20250207151747,698784,0.455200,-0.814575,0.348389
20250207151748,699789,0.451294,-0.816895,0.350220
20250207151749,700794,0.450439,-0.819092,0.349854
20250207151750,701800,0.440552,-0.816162,0.343872
20250207151751,702803,0.495850,-0.736938,0.121338
20250207151752,703809,0.546265,-0.837891,0.021973
20250207151753,704812,0.550415,-0.829834,0.003784
20250207151754,705818,0.552124,-0.829590,-0.009277
20250207151755,706822,0.552734,-0.829102,-0.015015
20250207151756,707826,0.388184,-0.760620,0.221802
20250207151757,708829,0.526611,-0.836426,0.250122
20250207151758,709833,0.473145,-0.858032,0.183716
20250207151759,710837,0.472778,-0.857178,0.183594
20250207151800,711842,0.477783,-0.847900,0.161865
20250207151801,712846,0.586914,-0.808838,-0.094727
20250207151802,713851,0.076050,-0.938965,-0.238525
20250207151803,714856,0.410156,-0.869019,-0.158691
20250207151804,715861,0.578491,-0.789551,-0.151245
20250207151805,716868,0.618530,-0.867310,0.170776
20250207151806,717874,0.466675,-0.815308,0.341919
20250207151807,718879,0.459961,-0.812012,0.350464
20250207151808,719882,0.456299,-0.808105,0.367554
20250207151809,720888,0.457031,-0.807617,0.369629
20250207151810,721894,0.454590,-0.809326,0.370239
20250207151811,722900,0.455688,-0.807495,0.367798
20250207151812,723904,0.456665,-0.808105,0.370728
20250207151813,724910,0.452393,-0.809570,0.369995
20250207151814,725914,0.456421,-0.804199,0.371582
20250207151815,726919,0.459961,-0.813354,0.361328
20250207151816,727925,0.458618,-0.815796,0.359375
20250207151817,728929,0.454956,-0.808350,0.370239
20250207151818,729933,0.455078,-0.809692,0.367920
20250207151819,730939,0.456177,-0.810181,0.367798
20250207151820,731943,0.455566,-0.806763,0.370117
20250207151821,732949,0.454834,-0.810059,0.367920
20250207151822,733954,0.691650,-0.728638,0.195801
20250207151823,734959,0.790039,-0.497437,0.154175
20250207151824,735964,0.895508,-0.500366,0.059204
20250207151825,736969,0.862305,-0.496338,0.065308
20250207151826,737973,0.864136,-0.495605,0.056396
20250207151827,738978,0.874146,-0.502319,0.056519
20250207151828,739983,0.886719,-0.497192,0.038330
20250207151829,740988,0.883179,-0.467407,0.047852
20250207151830,741994,0.868530,-0.485962,0.045776
20250207151831,742998,0.865967,-0.499023,-0.022583
20250207151832,744001,0.876221,-0.485107,0.017090
20250207151833,745004,0.945312,-0.513062,-0.010864
20250207151834,746007,0.778564,-0.578613,-0.221802
20250207151835,747011,0.876465,-0.479858,-0.183716
20250207151836,748014,0.847656,-0.506714,-0.184326
20250207151837,749018,0.895020,-0.471191,-0.177368
20250207151838,750022,0.822510,-0.506714,-0.199707
20250207151839,751025,0.931030,-0.445679,-0.169678
20250207151840,752029,0.819580,-0.485962,-0.193604
20250207151841,753033,0.930298,-0.442139,-0.161865
20250207151842,754037,0.842407,-0.476929,-0.179932
20250207151843,755041,0.941040,-0.432007,-0.160278
20250207151844,756044,0.812866,-0.465454,-0.179443
20250207151845,757048,0.924316,-0.439331,-0.161377
20250207151846,758052,0.835571,-0.451782,-0.171753
20250207151847,759056,0.890259,-0.441895,-0.184082
20250207151848,760061,0.836548,-0.531616,-0.145752
20250207151849,761066,0.864258,-0.471924,-0.142700
20250207151850,762071,1.001221,-0.387085,-0.158081
20250207151851,763076,0.832397,-0.569702,-0.232666
20250207151852,764080,0.793701,-0.585205,-0.245605
20250207151853,765083,0.806152,-0.537842,-0.191528
20250207151854,766088,0.814941,-0.575806,-0.133789
20250207151855,767092,0.794800,-0.524414,-0.251465
20250207151856,768095,0.895508,-0.722046,-0.167969
20250207151857,769099,0.519409,-0.812866,0.273438
20250207151858,770103,0.682861,-0.400024,-0.611206
20250207151859,771106,0.651733,-0.645264,-0.398315
20250207151900,772110,0.637695,-0.671387,-0.365479
20250207151901,773113,0.590210,-0.959473,-0.031006
20250207151902,774119,0.656372,-0.731323,-0.233521
20250207151903,775122,0.666382,-0.623901,-0.404175
20250207151904,776125,0.685425,-0.672852,-0.270630
20250207151905,777129,0.531982,-0.720581,-0.099609
20250207151906,778133,0.623779,-0.740479,-0.199829
20250207151907,779137,0.303955,-0.903076,0.144165
20250207151908,780143,0.402100,-0.900391,0.110107
20250207151909,781148,0.397827,-0.902832,0.129395
20250207151910,782152,0.394775,-0.894531,0.151733
20250207151911,783156,0.389038,-0.902588,0.153076
20250207151912,784161,0.380127,-0.901611,0.159790
20250207151913,785167,0.385254,-0.920044,0.145142
20250207151914,786171,0.383911,-0.895996,0.161133
20250207151915,787175,0.391846,-0.912598,0.136597
20250207151916,788179,0.386475,-0.908691,0.143921
20250207151917,789183,0.386353,-0.903198,0.152344
20250207151918,790189,0.382080,-0.903687,0.153320
20250207151919,791192,0.384888,-0.904663,0.151245
20250207151920,792196,0.384766,-0.906006,0.160522
20250207151921,793200,0.384644,-0.906738,0.147461
20250207151922,794203,0.383667,-0.906494,0.148193
20250207151923,795207,0.384521,-0.900024,0.163696
20250207151924,796211,0.382446,-0.896240,0.157227
20250207151925,797215,0.382935,-0.903564,0.141479
20250207151926,798219,0.382202,-0.905151,0.156982
20250207151927,799223,0.380737,-0.901001,0.159424
20250207151928,800226,0.381104,-0.905884,0.149414
20250207151929,801230,0.381348,-0.909790,0.145752
20250207151930,802235,0.381226,-0.906738,0.149780
20250207151931,803239,0.381470,-0.905762,0.151978
20250207151932,804244,0.383789,-0.899048,0.146973
20250207151933,805247,0.382568,-0.904663,0.161987
20250207151934,806251,0.381714,-0.906738,0.148193
20250207151935,807257,0.380249,-0.907349,0.147705
20250207151936,808262,0.380615,-0.906982,0.151245
20250207151937,809266,0.380493,-0.906738,0.145630
20250207151938,810269,0.380981,-0.906250,0.149780
20250207151939,811273,0.379883,-0.905396,0.157349
20250207151940,812277,0.379028,-0.906128,0.144775
20250207151941,813284,0.380737,-0.906128,0.151367
20250207151942,814288,0.380615,-0.905518,0.151001
20250207151943,815291,0.379883,-0.908936,0.143921
20250207151944,816295,0.380249,-0.906616,0.151001
20250207151945,817299,0.397827,-0.918945,0.357422
20250207151946,818306,0.078979,-0.744629,-0.012817
20250207151947,819311,0.564087,-0.775757,0.352295
20250207151948,820315,0.443115,-0.819702,0.386597
20250207151949,821318,0.442261,-0.801514,0.399536
20250207151950,822324,0.442383,-0.800903,0.399048
20250207151951,823329,0.444702,-0.799805,0.400146
20250207151952,824332,0.444092,-0.801025,0.399780
20250207151953,825336,0.445068,-0.799805,0.399292
20250207151954,826340,0.443970,-0.800171,0.399902
20250207151955,827345,0.442261,-0.802002,0.398682
20250207151956,828349,0.442383,-0.801147,0.399536
20250207151957,829352,0.423706,-0.845215,0.369873
20250207151958,830358,0.422974,-0.815674,0.389404
20250207151959,831364,0.422729,-0.816040,0.390747
20250207152000,832369,0.422729,-0.814819,0.389404
20250207152001,833372,0.422363,-0.816284,0.390259
20250207152002,834376,0.421387,-0.815918,0.391357
20250207152003,835382,0.422241,-0.817383,0.391235
20250207152004,836387,0.421997,-0.816895,0.389038
20250207152005,837390,0.422607,-0.816895,0.389160
20250207152006,838396,0.421753,-0.815796,0.389771
20250207152007,839401,0.419312,-0.824707,0.397461
20250207152008,840405,0.421631,-0.817505,0.388428
20250207152009,841409,0.419800,-0.817017,0.389160
20250207152010,842415,0.418335,-0.819214,0.390137
20250207152011,843419,0.420654,-0.816895,0.390381
20250207152012,844422,0.420288,-0.818115,0.389526
20250207152013,845426,0.420410,-0.817383,0.389160
20250207152014,846430,0.421021,-0.816040,0.389038
20250207152015,847434,0.420654,-0.817383,0.389038
20250207152016,848440,0.419922,-0.817627,0.389404
20250207152017,849445,0.419434,-0.818237,0.389038
20250207152018,850450,0.420288,-0.817139,0.389648
20250207152019,851453,0.419678,-0.817871,0.389404
20250207152020,852457,0.419434,-0.818604,0.389038
20250207152021,853462,0.423706,-0.813110,0.389648
20250207152022,854465,0.419312,-0.819214,0.388794
20250207152023,855468,0.416138,-0.821289,0.388550
20250207152024,856474,0.424072,-0.809204,0.397827
20250207152025,857479,0.418701,-0.816406,0.390747
20250207152026,858483,0.424438,-0.820435,0.383789
20250207152027,859489,0.423218,-0.822632,0.376221
20250207152028,860493,0.423950,-0.820312,0.375610
20250207152029,861497,0.425415,-0.819458,0.377441
20250207152030,862501,0.424316,-0.821899,0.374146
20250207152031,863507,0.751099,-0.629761,-0.709839
20250207152032,864510,0.224731,-0.911621,-0.064941
20250207152033,865515,0.121216,-0.985718,0.097412
20250207152034,866519,0.215088,-0.950317,0.275146
20250207152035,867524,0.264648,-0.929443,0.233521
20250207152036,868529,-0.016479,-1.197266,-0.424194
20250207152037,869538,-0.621216,-0.298096,-0.592651
20250207152038,870545,-0.482666,-0.350220,-0.790527
20250207152039,871551,0.442627,-0.824585,0.016235
20250207152040,872557,1.021729,-0.181763,0.165405
20250207152041,873561,0.939087,0.044556,0.299805
20250207152042,874567,0.952759,-0.254883,0.015503
20250207152043,875573,0.881470,-0.333130,-0.007202
20250207152044,876576,0.867187,0.464355,0.273926
20250207152045,877580,0.967651,0.428589,0.239014
20250207152046,878585,0.888306,0.312378,0.064453
20250207152047,879589,1.150757,-0.055664,-0.062866
20250207152048,880593,0.973633,0.365234,0.244629
20250207152050,881597,0.788208,0.336304,0.177002
20250207152051,882602,0.947510,0.145996,0.147827
20250207152051,883606,1.087402,0.117676,0.167236
20250207152053,884611,1.031982,0.098877,-0.002075
20250207152054,885617,0.987427,0.117310,0.142944
20250207152055,886621,0.983154,0.148804,0.197876
20250207152056,887626,0.991699,0.117554,0.275879
20250207152057,888632,0.885376,-0.246948,0.342896
20250207152058,889635,-0.124146,-0.464600,0.879517
20250207152059,890639,-0.124268,-0.462036,0.882202
20250207152100,891647,-0.123291,-0.462036,0.881592
20250207152101,892653,-0.123901,-0.461426,0.880249
20250207152102,893658,-0.175415,-0.664429,0.806030
20250207152103,894663,-0.085571,-1.297974,1.541138
20250207152104,895666,-0.120972,-1.052490,0.489014
20250207152105,896671,-0.314087,-0.866943,-0.591553
20250207152106,897674,-0.350830,-0.593628,-0.158691
20250207152107,898679,-0.031616,-0.932739,0.016479
20250207152108,899683,-0.041260,-0.941772,0.179932
20250207152109,900688,-0.038330,-0.997314,0.210937
20250207152110,901691,0.010742,-0.893555,0.660889
20250207152111,902697,0.049438,-0.792725,0.579834
20250207152112,903700,0.045288,-0.813354,0.575195
20250207152113,904706,0.047852,-0.813232,0.574585
20250207152114,905711,0.045898,-0.822998,0.564697
20250207152115,906714,0.041016,-0.820557,0.571411
20250207152116,907718,0.045776,-0.826050,0.561035
20250207152117,908722,0.045044,-0.826904,0.558105
20250207152118,909725,0.046509,-0.825195,0.559448
20250207152119,910730,0.047729,-0.822510,0.562988
20250207152120,911733,0.048950,-0.822144,0.562134
20250207152121,912738,0.048462,-0.824463,0.560913
20250207152122,913741,0.048096,-0.823975,0.558350
20250207152123,914746,0.047607,-0.823730,0.559937
20250207152124,915752,0.047974,-0.822144,0.559814
20250207152125,916757,0.050171,-0.821533,0.563354
20250207152126,917762,0.044922,-0.836304,0.551636
20250207152127,918766,0.044556,-0.819946,0.563354
20250207152128,919771,0.049561,-0.827637,0.552124
20250207152129,920777,0.047241,-0.830200,0.551758
20250207152130,921780,0.047485,-0.825684,0.555664
20250207152131,922783,0.047852,-0.828735,0.551270
20250207152132,923790,0.049072,-0.826538,0.552979
20250207152133,924794,0.049072,-0.828003,0.553589
20250207152134,925797,0.048340,-0.827515,0.552979
20250207152135,926802,0.048706,-0.827393,0.553467
20250207152136,927808,0.047852,-0.828369,0.552612
20250207152137,928812,0.047607,-0.828979,0.552368
20250207152138,929817,0.047363,-0.830688,0.551147
20250207152139,930823,0.046997,-0.829468,0.550537
20250207152140,931827,0.047607,-0.827881,0.550781
20250207152141,932832,0.048950,-0.828979,0.554321
20250207152142,933837,0.047363,-0.828735,0.551636
20250207152143,934845,0.047852,-0.829590,0.551392
20250207152144,935851,0.049683,-0.824463,0.555054
20250207152145,936856,0.048340,-0.828613,0.553833
20250207152146,937860,0.047119,-0.826904,0.552856
20250207152147,938864,0.052368,-0.821777,0.558716
20250207152148,939867,0.048340,-0.827637,0.554321
20250207152149,940873,0.045288,-0.833862,0.547363
20250207152150,941876,0.048218,-0.830566,0.553345
20250207152151,942880,0.045166,-0.849609,0.535645
20250207152152,943884,0.050903,-0.820190,0.560181
20250207152153,944887,0.043823,-0.833862,0.542725
20250207152154,945891,0.050293,-0.835571,0.553223
20250207152155,946895,0.053833,-0.826538,0.560303
20250207152156,947901,0.047119,-0.828003,0.552246
20250207152157,948907,0.043701,-0.834106,0.546753
20250207152158,949911,0.051270,-0.820068,0.556274
20250207152159,950914,0.046509,-0.830078,0.551025
20250207152200,951918,0.049805,-0.839233,0.541016
20250207152201,952923,0.043213,-0.832153,0.550537
20250207152202,953927,0.068481,-0.787842,0.591797
20250207152203,954933,0.023560,-0.828857,0.563354
20250207152204,955937,0.044312,-0.824097,0.549072
20250207152205,956940,0.041382,-0.837158,0.546631
20250207152206,957944,0.054565,-0.825439,0.554321
20250207152207,958948,0.049927,-0.818237,0.559937
20250207152208,959954,0.046387,-0.830444,0.549316
20250207152209,960957,0.045532,-0.831299,0.549805
20250207152210,961961,0.045288,-0.829712,0.551147
20250207152211,962966,0.048218,-0.827759,0.552734
20250207152212,963971,0.045776,-0.827881,0.551514
20250207152213,964976,0.044312,-0.825317,0.555786
20250207152214,965980,0.049072,-0.827148,0.554199
20250207152215,966983,0.047852,-0.827393,0.551880
20250207152216,967989,0.041626,-0.832397,0.549561
20250207152217,968994,0.050171,-0.820801,0.558594
20250207152218,969997,0.044434,-0.828979,0.551270
20250207152219,971003,0.047607,-0.828735,0.552612
20250207152220,972008,0.040527,-0.834351,0.542480
20250207152221,973011,0.046387,-0.833984,0.545654
20250207152222,974016,0.011597,-0.577881,0.796143
20250207152223,975021,-0.022583,-0.722656,0.689575
20250207152224,976026,0.008301,-0.697021,0.721680
20250207152225,977029,-0.067383,-0.710571,0.700439
20250207152226,978037,-0.061646,-0.707520,0.700928
20250207152227,979042,-0.056030,-0.731201,0.688721
20250207152228,980050,-0.063354,-0.753540,0.649292
20250207152229,981054,-0.040894,-0.736572,0.674927
20250207152230,982058,-0.042603,-0.736816,0.674072
20250207152231,983061,-0.034180,-0.739990,0.667358
20250207152232,984066,-0.033569,-0.747925,0.664062
20250207152233,985070,-0.039429,-0.738525,0.671753
20250207152234,986074,-0.038208,-0.736084,0.673096
20250207152235,987078,-0.037354,-0.733887,0.674072
20250207152236,988082,-0.037231,-0.736572,0.672729
20250207152237,989087,-0.039063,-0.739258,0.671143
20250207152238,990091,-0.037354,-0.736938,0.673828
20250207152239,991096,-0.037476,-0.736572,0.673584
20250207152240,992099,-0.035889,-0.733398,0.673950
20250207152241,993103,-0.037598,-0.737305,0.673706
20250207152242,994108,-0.037354,-0.736938,0.671997
20250207152243,995112,-0.037354,-0.738281,0.671387
20250207152244,996115,-0.036987,-0.739990,0.670410
20250207152245,997120,-0.035767,-0.740601,0.669922
20250207152246,998123,-0.036621,-0.737427,0.672607
20250207152247,999127,-0.036011,-0.736206,0.671021
20250207152248,1000130,-0.037231,-0.741699,0.670166
20250207152249,1001134,-0.040894,-0.752319,0.661743
20250207152250,1002138,-0.034058,-0.739014,0.668823
20250207152251,1003145,-0.036255,-0.739868,0.669434
20250207152252,1004149,0.025635,-0.842041,0.624146
